City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
407,noumea,-22.2763,166.4572,26.99,99,20,6.43,NC,1717649742
408,cidade velha,14.9167,-23.6167,22.26,73,40,4.63,CV,1717649742
409,pangody,65.85,74.4859,0.25,84,100,2.64,RU,1717649742
410,tadjourah,12.0,42.5,32.51,38,90,1.85,DJ,1717649743
411,hadibu,12.65,54.0333,30.09,69,94,5.72,YE,1717649743
412,port blair,11.6667,92.75,31.02,74,75,6.17,IN,1717649743
413,colon,9.3592,-79.9014,27.42,91,98,3.13,PA,1717649743
414,ginir,7.1333,40.7,18.16,73,49,2.28,ET,1717649743
415,howrah,22.5892,88.3103,35.0,71,40,0.0,IN,1717649743
416,happy valley-goose bay,53.3168,-60.3315,14.17,82,20,2.06,CA,1717649743
417,george town,5.4112,100.3354,33.97,52,20,2.57,MY,1717649744
418,arish,31.1316,33.7984,25.97,66,0,2.17,EG,1717649744
419,toliara,-23.35,43.6667,23.1,60,0,2.78,MG,1717649744
420,benito juarez,19.385,-99.165,21.58,40,50,2.68,MX,1717649744
421,villa tecolutilla,18.2833,-93.3167,28.54,73,5,1.71,MX,1717649744
422,nellore,14.4333,79.9667,30.92,61,100,1.03,IN,1717649744
423,santa maria del oro,25.9333,-105.3667,23.26,13,15,1.92,MX,1717649745
424,choele choel,-39.2667,-65.6833,13.79,47,100,3.37,AR,1717649745
425,petrinja,45.4375,16.29,17.85,79,1,0.87,HR,1717649745
426,tolanaro,-25.0319,46.9987,22.04,83,20,8.23,MG,1717649745
427,alzamay,55.5562,98.6644,17.76,28,16,1.8,RU,1717649745
428,nikolayevsk-on-amure,53.1406,140.73,7.34,87,100,0.45,RU,1717649745
429,princeville,45.7668,-61.2985,9.81,95,100,2.24,CA,1717649745
430,la peca,-5.6111,-78.435,21.26,78,96,0.83,PE,1717649746
431,minas de marcona,-15.2119,-75.1103,12.7,83,0,2.59,PE,1717649746
432,port hedland,-20.3167,118.5667,26.03,22,0,7.72,AU,1717649670
433,pithoragarh,29.5833,80.2167,27.67,26,4,1.21,IN,1717649746
434,taro,-8.3862,115.28,26.03,72,88,1.38,ID,1717649746
435,alofi,-19.0595,-169.9187,22.94,68,7,2.57,NU,1717649746
436,buston,40.2342,69.6948,29.1,23,20,2.0,TJ,1717649746
437,miandrivazo,-19.5167,45.4667,23.67,46,0,1.99,MG,1717649746
438,akureyri,65.6835,-18.0878,1.96,93,100,10.29,IS,1717649747
439,chonchi,-42.6128,-73.8092,11.18,97,100,2.05,CL,1717649747
440,uribia,11.7139,-72.266,28.44,76,93,2.23,CO,1717649747
441,vila franca do campo,37.7167,-25.4333,18.27,99,69,4.92,PT,1717649747
442,oster,50.9506,30.8823,17.11,86,90,6.26,UA,1717649747
443,broome,42.2506,-75.833,21.78,91,100,1.34,US,1717649747
444,macapa,0.0389,-51.0664,26.99,89,75,1.03,BR,1717649747
445,shahpura,27.3833,75.9667,37.65,25,0,3.51,IN,1717649748
446,tyukhtet,56.5389,89.3011,7.57,97,100,4.44,RU,1717649748
447,fortuna foothills,32.6578,-114.4119,35.05,21,0,3.09,US,1717649748
448,tafuna,-14.3358,-170.72,27.97,74,100,8.75,AS,1717649748
449,conduaga,8.862,117.4893,29.5,73,100,2.32,PH,1717649748
450,inari,68.906,27.0288,18.31,52,79,2.8,FI,1717649748
451,necochea,-38.5473,-58.7368,9.41,84,83,3.86,AR,1717649748
452,taltal,-25.4,-70.4833,14.87,86,58,0.67,CL,1717649749
453,sungai penuh,-2.0833,101.3833,23.23,81,80,0.66,ID,1717649749
454,neryungri,56.6709,124.6491,18.99,51,45,4.33,RU,1717649749
455,arauco,-37.2463,-73.3175,13.45,99,100,4.71,CL,1717649749
456,lyozna,55.0249,30.7956,17.1,85,97,2.36,BY,1717649749
457,polewali,-3.4324,119.3435,29.39,72,95,0.55,ID,1717649749
458,acapulco de juarez,16.8634,-99.8901,23.96,78,40,1.38,MX,1717649666
459,north haven,41.3909,-72.8595,21.46,93,100,3.6,US,1717649750
460,mount isa,-20.7333,139.5,17.87,39,0,6.69,AU,1717649750
461,alpena,45.0617,-83.4327,17.18,96,0,2.57,US,1717649750
462,fort st. john,56.2499,-120.8529,12.94,35,20,8.75,CA,1717649750
463,nosy varika,-20.5833,48.5333,21.35,80,14,1.56,MG,1717649750
464,kili,5.6439,169.1211,28.88,73,71,3.53,MH,1717649750
465,gereshk,31.8209,64.5701,31.67,13,11,3.46,AF,1717649750
466,savanna-la-mar,18.219,-78.1332,27.97,93,96,1.94,JM,1717649751
467,mikomeseng,2.1361,10.6132,20.31,99,98,0.72,GQ,1717649751
468,bikenibeu village,1.3673,173.1241,28.64,72,100,1.98,KI,1717649751
469,mitu,1.1983,-70.1733,22.1,99,100,0.66,CO,1717649751
470,souillac,-20.5167,57.5167,23.21,68,75,6.17,MU,1717649751
471,safford,32.834,-109.7076,34.51,17,0,7.72,US,1717649514
472,caxito,-8.5785,13.6643,17.47,98,78,1.36,AO,1717649751
473,ciudad lazaro cardenas,17.9583,-102.2,25.19,77,5,1.88,MX,1717649751
474,lodwar,3.1191,35.5973,28.39,56,75,6.12,KE,1717649752
475,ust'-barguzin,53.45,108.9833,9.5,56,100,2.21,RU,1717649752
476,langzhong,31.5504,105.9938,23.97,71,100,2.39,CN,1717649752
477,boa vista,2.8197,-60.6733,26.99,83,40,1.54,BR,1717649752
478,noosa heads,-26.3833,153.15,21.73,56,0,1.88,AU,1717649646
479,oxelosund,58.6706,17.1015,10.21,81,0,2.57,SE,1717649752
480,vrbas,45.5714,19.6408,19.06,77,0,0.89,RS,1717649752
481,caleta de carquin,-11.0925,-77.6267,17.37,85,42,2.82,PE,1717649753
482,rongelap,11.1635,166.8941,27.74,83,26,7.97,MH,1717649753
483,kerikeri,-35.2268,173.9474,17.17,81,99,4.02,NZ,1717649753
484,layou,13.2,-61.2667,27.7,75,66,4.91,VC,1717649753
485,aromashevo,56.8602,68.6375,15.51,94,100,3.15,RU,1717649753
486,sovetskiy,61.3614,63.5842,10.5,94,100,3.13,RU,1717649753
487,philadelphia,39.9523,-75.1638,22.31,96,100,3.09,US,1717649459
488,yigo village,13.5361,144.8886,30.62,71,75,5.66,GU,1717649753
489,bonthe,7.5264,-12.505,26.32,88,100,1.99,SL,1717649754
490,canto del llano,8.1761,-80.973,26.48,80,100,1.79,PA,1717649754
491,mek'ele,13.4967,39.4753,24.0,17,28,2.53,ET,1717649754
492,jwaneng,-24.6004,24.7303,9.51,27,0,3.98,BW,1717649754
493,rumonge,-3.9736,29.4386,23.54,67,70,2.14,BI,1717649754
494,indre arna,60.4247,5.4764,8.12,84,100,3.74,NO,1717649754
495,howard springs,-12.497,131.047,28.95,46,18,3.46,AU,1717649754
496,seoni,22.0833,79.5333,34.98,32,76,2.49,IN,1717649754
497,cockburn town,21.4612,-71.1419,27.77,87,22,6.67,TC,1717649755
498,puerto leguizamo,-0.1934,-74.7819,20.94,99,89,1.08,CO,1717649755
499,kangding,30.0513,101.9603,21.97,69,65,1.89,CN,1717649755
500,prince george,53.9166,-122.753,11.69,54,100,1.54,CA,1717649755
501,medina de pomar,42.9294,-3.488,13.07,88,100,1.13,ES,1717649755
502,tondon,10.3667,-13.35,24.8,97,100,1.07,GN,1717649755
503,zarasai,55.7333,26.25,15.53,88,92,2.84,LT,1717649755
504,along,28.1667,94.7667,31.28,47,6,0.48,IN,1717649756
505,siverek,37.755,39.3167,31.01,22,0,3.77,TR,1717649756
506,zheleznogorsk-ilimskiy,56.5768,104.1217,14.09,31,63,2.24,RU,1717649756
507,whakatane,-37.9585,176.9854,14.32,83,51,0.89,NZ,1717649756
508,es castell,39.8795,4.2854,19.38,100,0,2.06,ES,1717649756
509,puerto deseado,-47.7503,-65.8938,7.02,93,100,3.65,AR,1717649756
510,nsanje,-16.92,35.262,21.13,62,0,0.2,MW,1717649756
511,manali,13.1667,80.2667,30.08,80,100,0.89,IN,1717649533
512,caconda,-13.7333,15.0667,10.27,58,1,1.26,AO,1717649757
513,kharp,66.8014,65.8081,4.06,77,100,0.49,RU,1717649757
514,ulety,51.3572,112.4849,12.59,69,100,7.66,RU,1717649757
515,juruti,-2.1522,-56.0922,24.27,94,21,1.6,BR,1717649757
516,sterling,39.0062,-77.4286,24.0,86,75,4.12,US,1717649757
517,baise city,23.8997,106.6133,26.73,75,98,1.43,CN,1717649757
518,sept-iles,50.2001,-66.3821,14.47,90,20,5.14,CA,1717649758
519,lagoa vermelha,-28.2086,-51.5258,13.07,92,37,1.63,BR,1717649758
520,thunder bay,48.4001,-89.3168,11.99,100,75,1.54,CA,1717649753
521,mayya,61.7333,130.2811,16.62,30,31,3.59,RU,1717649758
522,aldinga beach,-35.2793,138.4604,16.81,59,13,3.98,AU,1717649758
523,alcaniz,41.05,-0.1333,20.12,52,77,0.95,ES,1717649758
524,dunedin,-45.8742,170.5036,11.0,85,100,0.89,NZ,1717649599
525,kudahuvadhoo,2.6708,72.8944,27.85,71,61,0.95,MV,1717649758
526,jerada,34.31,-2.16,22.99,39,45,3.93,MA,1717649758
527,aniva,46.7144,142.5294,13.06,70,19,1.45,RU,1717649759
528,krasnoye-na-volge,57.5125,41.2419,18.9,86,56,3.73,RU,1717649759
529,airuk,7.2772,168.8203,28.71,78,99,4.28,MH,1717649759
530,sidi ifni,29.3797,-10.173,19.86,95,100,2.7,MA,1717649759
531,kawambwa,-9.7915,29.0791,14.42,50,5,2.14,ZM,1717649759
532,vicuna,-30.0319,-70.7081,17.96,42,100,0.45,CL,1717649759
533,beira,-19.8436,34.8389,22.05,100,100,2.68,MZ,1717649759
534,papao,-17.75,-149.55,27.82,79,77,6.15,PF,1717649760
535,berezovyy,51.6667,135.7,18.29,51,87,1.35,RU,1717649760
536,newcastle west,52.4492,-9.0611,8.62,96,64,2.2,IE,1717649760
537,lospalos,-8.5186,127.0025,24.69,80,78,4.36,TL,1717649760
538,shimoda,34.6667,138.95,24.2,68,100,2.27,JP,1717649760
539,maitum,6.0392,124.4986,29.85,70,100,3.47,PH,1717649760
540,flying fish cove,-10.4217,105.6791,27.82,78,100,6.17,CX,1717649761
541,candelaria,13.9311,121.4233,31.24,69,91,1.67,PH,1717649761
542,roccella ionica,38.322,16.4009,20.67,72,48,4.4,IT,1717649761
543,malango,-2.9627,119.9001,24.66,75,91,0.82,ID,1717649761
544,miranda do douro,41.4969,-6.2731,14.94,86,100,0.58,PT,1717649761
545,neiafu,-18.65,-173.9833,26.38,61,40,3.6,TO,1717649761
546,port moresby,-9.4431,147.1797,28.68,74,75,7.72,PG,1717649608
547,champerico,14.3,-91.9167,28.28,79,100,1.35,GT,1717649762
548,luwuk,-0.9516,122.7875,27.87,71,100,3.32,ID,1717649762
549,kirensk,57.7853,108.1119,14.98,30,100,2.68,RU,1717649762
550,yeraliyev,43.2,51.65,28.77,30,20,2.46,KZ,1717649762
551,palu,-0.8917,119.8707,30.59,76,100,1.67,ID,1717649762
552,savonlinna,61.8699,28.88,18.03,63,0,2.06,FI,1717649762
553,najran,17.4924,44.1277,29.88,11,11,1.22,SA,1717649762
554,sinan,34.8262,126.1086,24.06,86,100,5.01,KR,1717649762
555,al qadarif,14.0349,35.3834,28.3,58,99,7.06,SD,1717649763
556,praia da vitoria,38.7333,-27.0667,17.14,82,20,8.7,PT,1717649763
557,uttar char fasson,22.2332,90.7132,31.42,74,19,4.67,BD,1717649763
558,firminopolis,-16.5819,-50.305,16.57,63,0,1.41,BR,1717649763
559,charters towers,-20.1,146.2667,21.83,33,86,4.43,AU,1717649763
560,sofia,42.6975,23.3242,15.02,77,0,1.03,BG,1717649597
561,manistee,44.2445,-86.3242,18.97,87,100,7.2,US,1717649763
562,tarawa,1.419,172.984,28.67,72,100,1.78,KI,1717649764
563,tadine,-21.55,167.8833,23.41,70,68,2.74,NC,1717649764
564,karoi,-16.8099,29.6925,16.17,51,1,2.24,ZW,1717649764
